x,y,z
13.501,380.049,61.099
13.551,380.012,61.37
15.111,386.356,44.939
20.603,388.302,102.739
13.867,380.956,79.386
16.072,383.363,41.429
14.035,381.074,78.417
25.336,393.563,116.229
13.756,380.158,60.59
15.429,385.766,44.119
15.281,385.982,44.427
15.256,386.053,44.549
14.547,382.075,47.634
13.73,381.176,76.914
19.877,388.026,99.939
25.827,394.703,115.93
13.206,380.812,49.748
13.233,380.771,49.555
13.539,381.152,75.785
13.464,381.134,64.376
13.603,381.189,75.587
13.443,381.193,76.171
13.286,381.097,75.78
13.418,381.222,75.42
15.893,383.884,41.94
72.503,263.849,107.82
13.051,380.845,76.131
13.551,381.92,59.537
34.892,405.194,126.695
13.336,381.126,75.59
35.364,405.792,123.62
20.057,388.627,108.347
15.845,384.099,42.636
13.338,381.391,71.884
12.737,382.194,63.397
24.279,393.529,116.505
15.218,386.07,44.449
19.816,388.835,101.26
18.286,387.247,102.69
13.32,381.423,72.054
13.017,380.899,75.545
13.28,381.433,68.502
13.219,381.482,71.792
33.308,403.738,122.259
13.079,381.211,74.741
13.166,381.545,70.995
24.75,394.415,114.692
13.151,381.675,65.875
25.851,395.752,116.926
13.051,381.661,68.95
12.652,380.869,72.66
14.011,382.902,49.967
19.651,388.767,107.4
14.352,383.038,48.102
12.734,381.467,45.429
12.722,381.572,45.637
12.748,381.698,47.653
12.949,381.704,68.337
12.707,382.654,60.265
19.0,388.885,98.234
13.841,383.081,51.091
12.553,381.826,55.919
18.185,388.169,93.47
19.258,389.107,100.061
12.534,381.402,67.727
12.472,382.12,56.069
23.178,393.757,114.997
12.572,381.688,66.883
17.502,387.824,101.554
19.335,389.378,102.162
24.808,395.446,118.768
19.015,389.43,100.676
70.2,367.274,125.323
12.466,382.153,57.234
12.986,382.866,58.753
14.091,384.055,46.896
13.341,383.157,55.3
13.79,384.023,48.071
14.0,384.046,47.115
23.334,394.123,113.321
13.027,383.128,57.042
24.817,395.854,118.044
13.727,383.811,49.002
13.897,384.077,47.32
12.614,382.193,52.181
32.317,404.354,121.038
70.231,367.241,125.394
12.65,382.443,51.006
12.665,382.398,50.734
12.889,382.983,58.259
14.398,384.644,42.663
13.829,384.117,47.534
13.431,383.629,50.921
13.507,383.727,43.088
12.509,382.634,57.738
23.002,394.173,112.859
13.874,384.224,42.883
34.042,406.494,124.717
13.35,384.031,47.025
13.225,383.928,46.982
13.512,384.094,47.051
13.427,384.174,46.906
12.845,383.155,51.557
12.576,382.765,58.24
13.167,383.535,51.725
23.669,395.455,113.443
16.963,387.603,89.015
12.837,383.199,52.458
14.747,385.632,43.557
14.623,385.747,43.657
12.923,383.267,51.446
18.092,389.458,101.459
14.211,385.203,43.205
18.03,389.339,102.696
31.561,404.428,120.543
13.261,384.12,46.851
17.07,388.604,87.76
18.155,389.693,97.474
15.989,387.572,89.657
39.817,413.912,127.137
13.735,384.983,46.363
13.577,384.916,46.497
21.818,394.148,114.212
42.384,416.793,125.566
42.601,416.761,125.711
16.085,387.523,86.308
15.997,387.602,90.594
13.701,385.014,43.554
13.091,384.584,46.58
12.867,384.606,46.435
12.949,384.756,46.572
32.876,406.659,121.998
14.991,386.849,45.33
14.935,386.94,45.643
70.005,367.832,125.223
15.816,387.793,83.455
69.986,368.021,125.162
41.633,416.793,125.055
14.833,387.169,45.588
17.393,389.964,93.46
15.744,388.088,82.353
15.068,387.654,83.521
21.938,395.315,110.808
15.002,387.676,82.849
15.703,388.318,81.612
22.136,395.775,111.289
14.99,387.689,83.995
15.371,388.171,80.333
13.732,386.649,44.742
37.992,413.816,125.345
14.627,387.762,46.938
29.994,404.695,121.733
15.739,388.696,95.597
15.848,388.732,96.16
31.819,406.735,123.717
29.844,404.847,119.177
14.306,387.518,47.356
15.352,388.858,93.568
22.144,396.28,114.809
12.396,385.744,47.685
31.003,406.209,119.896
12.396,385.857,47.823
21.654,395.87,115.04
41.192,417.482,125.302
12.342,385.618,47.398
40.901,417.366,124.748
12.813,386.173,48.219
14.619,388.163,77.59
22.14,396.457,113.052
21.589,395.917,114.904
12.263,386.111,48.046
12.425,385.952,47.959
12.466,386.025,48.09
20.928,395.277,109.162
20.816,395.248,108.973
20.676,395.164,108.789
16.298,390.481,87.126
29.031,405.326,121.707
14.342,388.331,47.673
20.197,394.526,109.257
21.359,396.39,110.638
15.81,390.456,84.21
15.394,389.966,80.281
14.374,388.381,75.211
21.307,396.368,110.489
14.374,388.947,87.296
14.549,389.041,88.802
12.213,386.341,48.383
12.283,386.398,48.531
15.554,390.731,83.695
13.579,388.347,74.71
40.123,417.594,124.411
14.123,388.65,73.039
13.538,388.598,78.488
14.281,389.314,72.647
13.659,388.883,81.287
12.284,386.682,48.971
12.136,387.013,49.376
15.588,390.922,86.59
14.107,389.168,71.631
39.749,417.685,124.24
15.455,390.894,86.752
13.631,389.11,47.046
13.533,388.796,69.457
15.256,391.057,84.184
35.915,414.301,124.215
14.252,389.88,86.832
13.627,389.094,68.975
36.366,414.495,122.971
11.874,387.633,49.783
12.116,387.647,50.084
15.058,391.091,80.654
19.904,396.237,112.349
39.222,417.79,124.237
13.1,388.892,67.663
19.843,396.669,108.218
13.924,390.493,48.491
13.066,388.924,67.16
12.652,389.424,74.895
13.247,389.649,80.365
19.501,396.271,111.63
38.626,417.787,123.73
13.059,388.964,66.897
12.247,388.508,51.102
12.117,388.344,50.964
12.798,388.926,70.142
13.544,389.839,47.649
12.86,388.97,51.094
12.09,388.156,50.806
15.1,391.143,83.353
14.855,391.193,83.289
11.958,388.173,50.794
38.039,417.102,125.335
38.626,417.532,123.118
13.498,389.906,66.55
11.797,388.27,50.716
27.778,405.961,116.783
19.21,396.519,106.553
18.034,395.026,104.782
18.804,395.971,105.15
14.258,390.795,83.569
12.794,389.541,47.598
13.326,390.001,80.821
19.096,396.719,106.661
61.878,263.253,114.665
18.261,395.917,103.897
35.005,414.418,122.757
14.009,391.273,70.973
13.93,391.25,49.627
27.134,406.181,120.36
18.445,396.41,104.598
44.382,425.061,122.403
37.933,417.876,123.375
26.71,405.522,116.451
12.196,389.537,65.892
12.812,390.074,76.833
69.983,367.908,125.2
14.226,391.61,78.89
26.807,406.321,120.07
12.067,389.647,61.272
12.139,389.661,61.121
17.997,396.223,103.436
12.19,389.698,60.977
11.907,389.73,61.135
12.534,390.062,60.609
34.753,414.923,123.374
34.642,414.733,123.099
11.79,389.78,61.306
11.999,389.699,60.978
11.644,389.913,61.124
12.278,390.257,72.214
36.335,416.848,124.469
12.954,390.718,75.879
12.115,389.837,60.139
12.111,389.872,53.706
18.081,396.714,104.039
13.811,391.913,70.258
14.087,391.823,76.061
11.688,389.962,60.331
11.917,389.839,60.156
13.686,391.502,77.564
13.589,391.61,48.959
12.051,389.834,59.786
11.841,389.789,59.431
13.555,391.536,76.394
18.457,396.994,106.964
12.774,391.064,59.896
17.402,396.418,108.165
27.85,407.873,119.975
34.344,415.112,121.084
13.27,391.582,74.481
43.12,424.873,122.489
36.226,417.222,124.099
13.689,392.115,74.064
13.436,392.369,69.329
12.251,390.552,55.231
27.831,408.242,117.671
11.464,390.106,61.135
17.052,396.081,101.1
11.642,390.154,49.215
17.785,396.817,107.987
11.636,389.94,57.054
11.732,390.024,56.929
13.661,392.502,49.354
10.942,389.91,52.77
10.897,389.956,52.51
11.533,389.948,56.834
11.509,389.917,56.598
11.467,389.984,58.931
13.123,391.749,73.079
17.005,396.254,107.523
26.287,406.456,115.098
13.41,392.281,66.619
11.931,390.866,49.306
13.239,392.156,71.77
35.136,416.735,123.65
13.396,392.364,71.267
13.731,393.173,50.375
25.719,406.338,114.522
13.054,392.492,64.04
11.256,390.552,60.694
12.859,392.045,70.362
13.166,392.561,68.407
33.379,415.442,122.17
34.925,416.794,123.447
10.871,390.318,50.802
16.628,396.625,106.207
12.853,392.22,69.464
16.488,396.514,106.092
11.138,390.937,61.358
11.413,390.948,63.363
11.481,390.56,63.589
11.197,390.211,56.934
11.221,390.192,57.11
12.932,392.796,60.445
13.003,392.749,61.579
42.358,425.275,121.681
12.678,392.263,68.14
15.868,396.43,104.765
43.371,426.854,121.803
25.042,406.145,114.088
34.634,416.934,123.131
15.437,395.904,97.723
15.952,396.665,98.071
26.473,408.429,118.236
16.384,397.179,104.229
16.272,397.089,104.403
33.573,416.43,122.449
41.49,425.46,123.407
25.057,406.731,118.092
34.684,417.645,120.028
24.524,406.258,113.402
15.931,397.162,98.41
32.126,415.084,120.146
12.808,393.875,54.492
15.937,397.029,104.017
12.516,393.205,61.364
32.005,415.025,119.701
10.9,391.468,58.527
26.054,408.512,117.86
31.903,415.063,119.796
15.687,397.4,98.175
14.447,395.843,99.789
13.391,394.724,50.574
12.439,393.889,56.48
14.318,396.378,100.141
12.702,394.59,53.391
15.573,397.294,102.685
10.472,391.727,55.914
43.043,427.887,123.274
39.961,425.335,122.208
12.166,393.812,57.787
15.41,397.568,101.348
12.025,393.87,57.039
33.398,417.733,121.54
14.396,396.599,93.762
11.969,394.027,56.43
23.181,406.584,114.68
14.526,397.057,94.011
11.751,394.039,56.274
14.909,397.436,101.15
24.366,407.984,117.033
41.74,427.516,121.273
41.575,427.509,121.166
10.165,392.58,53.8
11.571,394.052,50.982
24.816,408.69,116.696
14.877,397.675,100.263
10.234,392.919,54.103
41.41,427.259,120.879
41.977,427.938,122.942
14.27,397.395,93.285
39.872,425.775,122.621
24.629,408.922,113.639
39.682,425.848,122.537
39.777,425.621,122.525
11.686,394.631,54.829
11.805,394.704,54.688
11.527,394.659,54.713
14.279,397.823,98.676
12.967,396.31,94.409
39.563,425.897,122.484
14.027,397.953,93.242
23.87,408.529,116.047
22.788,407.727,115.209
31.398,417.348,120.242
13.381,397.374,97.588
12.597,396.631,93.367
22.76,407.823,115.165
32.25,418.332,119.997
13.577,397.622,97.916
13.157,397.246,89.343
29.774,415.906,117.355
41.032,428.06,122.556
41.177,428.205,122.127
13.476,398.066,90.958
29.611,415.946,117.392
12.327,396.69,89.342
12.42,396.73,88.564
11.47,395.912,52.721
38.285,425.798,120.135
12.19,396.778,88.059
38.645,425.681,120.463
37.95,425.6,121.295
12.149,396.711,55.149
13.127,398.471,93.718
12.564,397.297,87.202
12.197,396.873,87.483
31.539,418.557,119.219
12.463,397.289,86.944
29.484,416.197,116.391
13.247,398.511,91.939
12.088,396.947,86.891
23.074,409.183,114.386
29.338,416.251,116.24
11.986,397.085,85.94
11.814,397.051,85.898
21.825,408.196,113.802
11.108,396.617,55.955
12.186,397.371,85.482
12.175,397.423,85.27
12.025,397.291,85.174
31.551,419.014,116.983
11.71,397.175,84.924
12.069,397.37,84.959
13.088,398.485,93.616
22.066,408.709,113.945
12.318,397.83,93.591
28.676,416.018,116.299
11.806,397.206,84.55
11.635,397.16,84.744
10.902,396.681,56.063
37.579,425.911,121.671
11.656,397.21,84.408
28.551,416.02,116.239
28.426,416.095,116.349
11.524,397.408,83.27
11.39,397.386,83.444
11.471,397.472,83.081
39.41,428.296,121.994
37.024,426.053,121.333
12.035,398.19,82.525
12.378,398.818,86.06
12.188,398.416,92.046
11.252,397.602,57.278
30.782,419.25,116.138
37.88,427.331,118.898
11.563,397.835,81.909
38.055,427.401,118.988
11.517,397.807,81.128
11.751,398.164,80.354
37.641,427.381,121.77
11.491,398.386,89.217
11.225,397.964,79.218
21.312,409.459,108.3
11.183,398.02,78.717
19.795,407.726,105.573
10.562,397.425,55.87
11.213,398.088,78.445
42.99,433.788,120.975
37.361,427.409,118.586
37.87,427.967,121.582
19.11,407.457,107.402
10.817,398.119,76.98
10.827,398.151,76.808
45.383,436.209,120.814
11.843,399.237,88.308
42.963,433.896,121.782
10.899,398.186,76.659
21.537,410.058,110.353
11.746,399.377,87.411
11.013,398.346,76.077
10.83,398.317,76.05
10.945,398.344,75.913
11.486,398.967,76.467
10.939,398.387,75.453
10.802,398.35,75.568
42.971,434.104,120.133
35.934,426.784,120.716
10.802,398.977,83.974
35.648,426.478,120.393
10.85,398.422,75.061
10.643,398.413,75.06
10.747,398.441,74.944
10.545,398.488,74.899
10.858,398.497,74.83
11.701,399.585,59.595
10.836,398.542,74.516
35.931,426.646,117.966
10.761,398.503,74.692
12.536,400.531,56.786
10.625,398.541,74.597
10.643,398.554,74.461
12.433,400.466,58.535
10.883,398.68,73.711
20.774,409.811,110.785
37.063,427.902,121.174
11.012,399.01,72.615
36.541,427.391,118.066
42.53,434.347,119.638
10.448,398.899,72.246
11.557,400.101,76.997
10.45,398.619,74.677
11.175,399.362,85.628
29.036,419.397,116.407
11.029,399.433,60.119
18.075,407.548,104.845
11.377,399.831,60.418
28.683,419.171,113.94
11.254,399.676,84.953
44.637,436.748,121.265
42.141,433.996,121.242
18.127,407.493,104.2
28.924,419.595,114.15
10.875,399.439,56.699
11.218,399.701,84.796
29.012,419.641,115.866
18.003,407.622,105.069
37.087,428.622,120.062
20.306,410.222,106.902
10.362,399.254,69.725
18.025,407.53,103.257
11.004,399.634,69.147
11.015,399.676,68.989
11.79,400.62,60.8
44.269,436.775,120.659
10.151,399.344,69.747
11.46,400.648,72.67
11.266,400.202,68.818
19.574,409.471,109.872
10.375,399.329,68.836
26.172,416.896,113.056
19.818,409.954,109.351
44.058,436.815,120.667
11.059,400.305,66.367
28.65,419.881,114.606
28.265,419.633,115.501
10.133,399.331,70.682
25.507,416.964,112.784
10.862,400.185,62.818
10.494,399.912,62.89
10.065,399.444,70.07
11.009,400.354,80.326
35.857,428.295,117.594
28.077,419.747,113.226
11.428,401.414,57.457
12.069,402.303,57.4
10.341,400.363,77.381
10.794,400.692,78.52
35.793,428.385,120.056
10.555,400.464,78.486
11.156,401.416,72.836
17.11,408.042,104.246
10.818,400.846,77.594
16.842,408.163,103.293
16.845,407.858,100.855
10.747,401.08,76.341
40.898,434.745,118.659
27.546,419.89,112.67
42.857,436.737,119.558
9.726,400.548,60.41
11.112,401.78,68.86
35.226,428.743,117.538
25.552,417.804,111.607
12.216,403.42,58.103
10.376,400.945,75.243
42.83,437.027,119.899
10.204,400.948,73.741
9.566,400.476,65.516
27.409,420.053,112.64
18.203,409.832,107.291
10.535,401.469,73.373
10.46,401.286,74.146
41.925,436.362,118.804
16.548,407.821,99.982
11.187,402.314,65.747
11.2,402.334,65.562
42.758,437.026,120.306
9.855,400.917,70.394
40.6,435.147,118.344
39.581,434.312,118.977
10.559,401.713,72.279
12.633,404.12,59.642
32.79,426.551,116.545
10.404,401.648,72.074
15.917,407.931,98.518
18.061,410.35,105.855
42.266,437.096,119.952
15.834,407.955,98.329
26.555,420.004,111.535
25.744,419.103,110.819
12.627,404.649,59.943
17.739,410.172,105.809
11.443,403.54,58.434
10.29,401.978,69.286
32.642,427.167,115.347
17.81,410.811,101.17
16.921,409.9,98.967
10.133,401.974,67.234
47.765,443.845,117.61
9.741,401.84,61.473
10.959,403.133,63.264
32.778,427.946,118.353
10.747,403.318,61.799
17.339,410.338,104.689
17.033,410.091,104.699
44.973,441.638,117.578
16.836,410.061,104.379
10.49,403.247,61.665
25.204,419.536,110.047
14.954,408.131,95.615
38.494,434.897,119.208
39.893,436.275,117.609
44.294,441.472,116.02
23.167,418.385,111.142
24.238,419.204,109.173
10.122,403.734,59.568
44.11,441.54,115.905
44.089,441.494,116.118
14.049,408.218,93.481
39.954,436.939,117.744
17.137,411.237,100.896
15.143,409.715,100.64
43.69,441.655,115.742
15.683,409.832,101.901
38.079,434.997,117.15
15.368,410.031,100.989
37.873,435.012,117.024
24.936,420.622,110.325
12.03,406.435,62.406
16.115,411.317,96.377
11.96,406.613,61.512
46.09,444.35,116.787
32.173,429.066,117.056
22.656,418.61,108.102
10.449,405.147,62.871
11.287,405.9,63.268
16.099,411.39,96.385
22.48,418.69,107.847
23.792,420.202,108.229
39.203,437.243,118.765
32.026,429.463,115.591
31.703,429.137,116.667
23.311,419.813,107.771
12.276,407.857,63.164
12.811,408.416,90.051
23.895,420.647,108.315
11.563,407.008,62.097
39.096,437.528,118.15
31.506,429.207,116.435
14.526,410.387,98.354
11.605,407.286,62.452
38.982,437.541,118.144
12.553,408.508,89.366
12.638,408.474,89.243
10.098,406.07,64.042
23.451,420.811,107.864
44.153,443.879,114.055
31.117,429.618,114.164
44.977,444.549,114.703
10.072,406.217,64.207
38.016,437.043,116.381
12.178,408.499,87.866
31.176,429.627,115.088
22.714,420.102,109.989
29.375,427.525,112.466
14.155,410.786,96.575
30.761,429.394,115.686
15.063,411.885,94.592
38.115,437.55,117.057
44.284,444.549,115.699
37.413,436.943,115.922
13.596,410.488,95.541
14.037,410.965,95.681
28.802,427.576,111.927
42.611,442.592,115.568
48.733,449.467,114.568
11.791,408.844,84.605
14.37,411.884,90.978
28.675,427.587,111.81
20.63,418.873,107.436
11.683,408.861,83.847
14.056,411.726,89.402
34.905,435.113,115.528
10.22,407.625,63.318
27.84,427.348,112.231
21.119,419.935,108.255
11.637,409.193,82.701
11.319,408.923,82.51
28.195,427.73,111.249
37.399,437.651,116.999
11.275,408.942,82.269
27.787,427.307,111.75
21.305,420.363,104.98
29.742,429.793,114.198
11.179,409.091,81.033
11.024,409.047,81.162
11.066,409.114,80.892
10.804,409.136,81.304
11.21,409.167,80.88
11.199,409.22,80.708
12.789,411.102,84.626
13.455,411.833,91.885
43.364,445.211,113.57
35.643,436.672,114.63
21.508,421.053,105.139
29.709,429.851,112.634
12.077,410.394,65.569
10.819,409.252,79.154
11.025,409.127,83.389
43.241,445.213,113.399
21.462,421.414,105.745
21.531,421.22,105.293
43.163,445.211,113.288
10.839,409.309,78.986
12.289,410.979,91.299
10.742,409.288,78.595
10.593,409.269,78.654
10.686,409.273,78.433
13.375,412.388,88.994
42.992,445.306,113.18
10.628,409.327,77.808
10.432,409.236,77.574
27.489,428.209,110.212
13.31,412.406,88.844
35.934,437.832,115.352
35.878,437.834,115.296
42.508,444.987,112.55
12.821,412.305,88.549
10.406,409.471,75.899
34.242,435.993,113.915
12.24,411.678,81.683
12.107,411.413,67.072
10.312,409.474,75.768
10.693,410.223,84.374
10.683,410.225,84.237
19.345,419.716,103.085
19.023,419.199,104.087
10.36,409.526,75.38
10.268,409.486,75.218
48.393,451.955,111.475
12.427,411.952,88.977
9.776,409.157,70.307
20.832,421.565,105.468
10.92,410.404,74.821
28.461,429.735,113.523
20.069,420.61,103.011
52.127,456.491,109.386
9.55,409.259,71.443
27.751,429.843,109.858
46.709,450.474,112.934
12.183,412.484,81.911
12.148,412.536,81.225
48.023,452.181,111.17
11.977,412.287,79.761
20.419,421.691,104.657
11.746,412.085,78.212
10.424,410.591,82.875
9.923,410.345,77.323
52.726,457.479,108.006
41.638,445.294,113.411
48.032,452.401,111.199
40.215,443.877,113.371
26.508,428.791,112.006
25.69,427.705,109.378
9.518,410.115,74.124
12.115,412.663,84.99
39.349,443.089,111.603
47.879,452.534,111.022
9.32,409.754,66.348
12.064,412.733,84.153
9.153,409.697,70.183
32.807,436.083,114.732
11.69,412.491,67.495
34.749,438.046,114.755
25.471,427.757,109.055
10.212,410.967,66.795
34.081,437.431,115.428
